,tconst,tLabel,Location,Scene,geocodedLocation,latitude,longitude
1338,tt0185103,WWE Monday Night RAW,"San Jose, California, USA",,"San Jose, Santa Clara County, California, United States of America",37.3361905,-121.89058329999999
1339,tt0185103,WWE Monday Night RAW,"Seattle, Washington, USA",,"Seattle, King County, Washington, United States of America",47.6038321,-122.3300624
1341,tt0185103,WWE Monday Night RAW,"State College, Pennsylvania, USA",,"State College, Centre County, Pennsylvania, United States of America",40.794450399999995,-77.86163859999999
1343,tt0185103,WWE Monday Night RAW,"Tempe, Arizona, USA",,"Tempe, Maricopa County, Arizona, United States of America",33.4255056,-111.9400125
1346,tt0185103,WWE Monday Night RAW,"Vancouver, British Columbia, Canada",,"Vancouver, Metro Vancouver Regional District, British Columbia, Canada",49.2608724,-123.11395290000002
1347,tt0185103,WWE Monday Night RAW,"Washington, District of Columbia, USA",,"Washington, District of Columbia, 20230, United States of America",38.8949924,-77.0365581
1349,tt0185103,WWE Monday Night RAW,"Dallas, Texas, USA",,"Dallas, Dallas County, Texas, United States of America",32.7762719,-96.7968559
1352,tt0402901,The Cave,"Transylvania, Romania",,"Ardeal, Mureș, 547065, România",46.597162299999994,24.374029500000002
1360,tt0088503,Dempsey and Makepeace,"New York, USA",,"New York, United States of America",40.7127281,-74.0060152
1364,tt4139124,Keanu,"2839 N Robertson St., New Orleans, Louisiana, USA",(HPV Strip Club),"2839, North Robertson Street, French Market, Bywater, New Orleans, Orleans Parish, Louisiana, 70117, United States of America",29.972492142857146,-90.04658495918369
1370,tt0383222,BloodRayne,"Hunedoara, Romania",,"Hunedoara, România",45.7958547,22.944483784106406
1373,tt0901507,Rise of the Footsoldier,"Calais, Pas-de-Calais, France",,"Calais, Pas-de-Calais, Hauts-de-France, France métropolitaine, 62100, France",50.9488,1.87468
1386,tt0277941,Ned Kelly,"Hepburn Springs, Victoria, Australia",,"Hepburn Springs, Shire of Hepburn, Victoria, Australia",-37.3091002,144.1409344
1389,tt0277941,Ned Kelly,"Victoria, Australia",,"Victoria, Australia",-36.5986096,144.6780052
1392,tt5538670,Pacto de Fuga,"Buín, Santiago Metropolitan Region, Chile",(location),"Buin, Provincia de Maipo, Región Metropolitana de Santiago, Chile",-33.7319741,-70.7419619
1393,tt0367424,Tarzan,"New York City, New York, USA",,"New York, United States of America",40.7127281,-74.0060152
1394,tt0367424,Tarzan,"Toronto, Ontario, Canada",,"Toronto, Peel, Golden Horseshoe, Ontario, Canada",43.6534817,-79.38393470000001
1400,tt0830361,The Lost Room,"New Mexico, USA",,"New Mexico, United States of America",34.5708167,-105.993007
1403,tt0081529,Smokey and the Bandit II,"Miami, Florida, USA",,"Miami, Miami-Dade County, Florida, United States of America",25.7742658,-80.1936589
1405,tt0325703,Lara Croft Tomb Raider: The Cradle of Life,"Santorini, Greece",(Opening scene),"Σαντορίνη, Δημοτική Ενότητα Θήρας, Δήμος Θήρας, Περιφερειακή Ενότητα Θήρας, Περιφέρεια Νοτίου Αιγαίου, Αποκεντρωμένη Διοίκηση Αιγαίου, Ελλάδα",36.4071112,25.456663652707157
1407,tt0325703,Lara Croft Tomb Raider: The Cradle of Life,"Hong Kong, China",,"香港島 Hong Kong Island, 香港 Hong Kong, China 中国",22.2793278,114.16281310000001
1409,tt0316732,Taxi,"Tribeca, Manhattan, New York City, New York, USA",,"Tribeca, Manhattan Community Board 1, Manhattan, New York County, New York, United States of America",40.715380200000006,-74.00930629999999
1414,tt0279493,Undercover Brother,"Uxbridge, Ontario, Canada",,"Uxbridge, Durham Region, Golden Horseshoe, Ontario, Canada",44.108850200000006,-79.1226768
1418,tt0102526,New Jack City,"Manhattan, New York City, New York, USA",,"Manhattan, New York County, New York, United States of America",40.7896239,-73.9598939
1421,tt0102526,New Jack City,"New York City, New York, USA",,"New York, United States of America",40.7127281,-74.0060152
1431,tt0060018,The Rat Patrol,"Cueva de Altamira, Santander, Cantabria, Spain",,"Cueva de Altamira, Acceso a las Cuevas de Altamira, Herrán, Santillana del Mar, Costa Occidental, Cantabria, 39360, España",43.376844500000004,-4.1197476
1436,tt0060018,The Rat Patrol,"San José, Almería, Andalucía, Spain",,"San José, Níjar, Almería, Andalucía, 04118, España",36.7618962,-2.1100939999999997
1437,tt0060018,The Rat Patrol,"Carboneras, Almería, Andalucía, Spain",,"Carboneras, Almería, Andalucía, 04140, España",36.99686989999999,-1.8946551999999999
1438,tt0060018,The Rat Patrol,"La Alcazaba, Almería, Almería, Andalucia, Spain",,"La Alcazaba, Calle Sereno, La Chanca, Almedina, Almería, Andalucía, 04071, España",36.841286,-2.4723476000000004
1439,tt2513074,Billy Lynn's Long Halftime Walk,"Locust Grove, Georgia, USA",,"Locust Grove, Henry County, Georgia, 30248, United States of America",33.345949499999996,-84.109083
1440,tt2513074,Billy Lynn's Long Halftime Walk,Morocco,,Maroc / ⵍⵎⵖⵔⵉⴱ / المغرب,31.1728205,-7.3362482
1441,tt2513074,Billy Lynn's Long Halftime Walk,"Canton, Georgia, USA",(location),"Canton, Cherokee County, Georgia, United States of America",34.23676210000001,-84.4907621
1444,tt0107978,RoboCop 3,USA,,United States,39.7837304,-100.4458825
1446,tt1073105,The Descent: Part 2,"Ashridge Park, Little Gaddesden, Hertfordshire, England, UK",,"Ashridge, Dacorum, Hertfordshire, East of England, England, HP4 1LU, United Kingdom",51.806241299999996,-0.5806941
1448,tt9420618,Rangbaaz,"Lucknow, Uttar Pradesh, India",,"Lucknow, Sadar, Lucknow, Uttar Pradesh, 226019, India",26.8381,80.9346001
1449,tt9420618,Rangbaaz,"Bangkok, Thailand",,"กรุงเทพมหานคร, เขตพระนคร, กรุงเทพมหานคร, 10200, ประเทศไทย",13.754252900000001,100.493087
1457,tt0074156,Assault on Precinct 13,"Watts, Los Angeles, California, USA",,"Watts, Los Angeles, Los Angeles County, California, 90002-3024, United States of America",33.9405674,-118.24284850000001
1458,tt1093357,The Darkest Hour,"Red Square, Kitai-gorod, Tverskoy District, Moscow, Russia",,"Красная площадь, Китай-город, Тверской район, Центральный административный округ, Москва, Центральный федеральный округ, Россия",55.753628299999995,37.62137960067378
1460,tt1093357,The Darkest Hour,"Lenin Library, Moscow, Russia",,"Библиотека имени Ленина, Моховая улица, 39, Старое Ваганьково, Москва, Центральный административный округ, Москва, Центральный федеральный округ, 121019, Россия",55.7512323,37.6101708
1462,tt10208198,Akinjeon,"Seoul, South Korea",,"서울, 대한민국",37.5666791,126.97829140000002
1463,tt0322802,Jackass: The Movie,"Hopewell, Oregon, USA",,"Hopewell, Yamhill County, Oregon, United States of America",45.0970625,-123.09204469999999
1465,tt0322802,Jackass: The Movie,"Los Angeles, California, USA",,"Los Angeles, Los Angeles County, California, United States of America",34.0536909,-118.2427666
1468,tt0099817,Dark Angel,"Texas, USA",,"Texas, United States of America",31.8160381,-99.51209859999999
1469,tt0099817,Dark Angel,USA,,United States,39.7837304,-100.4458825
1470,tt9898858,Coffee & Kareem,"Vancouver, British Columbia, Canada",(location),"Vancouver, Metro Vancouver Regional District, British Columbia, Canada",49.2608724,-123.11395290000002
1474,tt2660734,The Tomorrow People,"Vancouver, British Columbia, Canada","(Pilot shot in New York, Production moved to Vancouver)","Vancouver, Metro Vancouver Regional District, British Columbia, Canada",49.2608724,-123.11395290000002
1476,tt0107843,Point of No Return,"Bourbon Street, French Quarter, New Orleans, Louisiana, USA",,"Bourbon Street, Vieux Carre Historic District, French Quarter, New Orleans, Orleans Parish, Louisiana, 70117, United States of America",29.959433399999998,-90.0649002
1477,tt0107843,Point of No Return,"New Orleans, Louisiana, USA",,"New Orleans, Orleans Parish, Louisiana, United States of America",29.949932300000004,-90.0701156
1481,tt0107843,Point of No Return,"Washington, District of Columbia, USA",,"Washington, District of Columbia, 20230, United States of America",38.8949924,-77.0365581
1485,tt0102070,Hudson Hawk,"Budapest, Hungary",,"Budapest, Közép-Magyarország, 1011, Magyarország",47.4983815,19.0404707
1487,tt0102070,Hudson Hawk,"Niagara Falls, New York, USA",,"Niagara Falls, Niagara County, New York, United States of America",43.08436,-79.0614686
1494,tt0102070,Hudson Hawk,Hungary,,Magyarország,47.1817585,19.5060937
1496,tt0102070,Hudson Hawk,"Brooklyn Battery Tunnel, New York City, New York, USA",(Toll plaza),"Brooklyn Battery Tunnel, Financial District, Manhattan Community Board 1, Manhattan, New York County, New York, 10275, United States of America",40.705735499999996,-74.0148061
1497,tt0102070,Hudson Hawk,"American Falls, Niagara Falls, New York, USA",,"American Falls, Niagara Falls, Niagara County, New York, 14302, United States of America",43.0847442,-79.0694287
1498,tt0102070,Hudson Hawk,"Hoboken Railway Station, Hoboken, New Jersey, USA",,"Hoboken, Hudson Place, Hoboken, Hudson County, New Jersey, 07030, United States of America",40.73549439999999,-74.0286157
1503,tt3247714,Survivor,"East Bloc 217 City Road London, England, UK",(exterior cafe scenes),"East Bloc, City Road, Saint Luke's, London Borough of Islington, London, Greater London, England, EC1V 2NT, United Kingdom",51.5283012,-0.091541
1505,tt3247714,Survivor,"Russell Square, Bloomsbury, London, England, UK",(house scenes),"Russell Square, Colonnade, Gray's Inn, Bloomsbury, London Borough of Camden, London, Greater London, England, WC1N 1HX, United Kingdom",51.523052899999996,-0.1242529
1508,tt3247714,Survivor,"London Heathrow Airport, London Borough of Hillingdon, London, England, UK",(airport terminal),"London Heathrow Airport, Southern Perimeter Road, London Borough of Hillingdon, London, Greater London, England, TW19 7NN, United Kingdom",51.46773895,-0.4587800741571181
1511,tt3247714,Survivor,"Wardour Street, Soho, London, England, UK",(walking through street),"Wardour Street, Soho, City of Westminster, London, Greater London, England, W1F 0TD, United Kingdom",51.5139672,-0.1343351
1514,tt0118883,Conspiracy Theory,"Queensboro Bridge, Manhattan, New York City, New York, USA",,"Queensboro Bridge, West Road, Manhattan Community Board 8, Manhattan, New York County, New York, 10044, United States of America",40.75573455,-73.95189258066381
1515,tt0118883,Conspiracy Theory,"Manhattan, New York City, New York, USA",,"Manhattan, New York County, New York, United States of America",40.7896239,-73.9598939
1518,tt0118883,Conspiracy Theory,"Union Square, Manhattan, New York City, New York, USA",,"Union Square, Manhattan Community Board 5, Manhattan, New York County, New York, United States of America",40.7359091,-73.99016259999999
1519,tt0118883,Conspiracy Theory,"Westchester Medical Center, Valhalla, New York, USA",(scene with helicopter),"Westchester Medical Center, 100, Woods Road, Hawthorne, Mount Pleasant, Westchester County, New York, 10595, United States of America",41.087434,-73.80669394805594
1520,tt0047739,Highway Patrol,"Lancaster, California, USA",,"Lancaster, Los Angeles County, California, United States of America",34.6981064,-118.13661529999999
1527,tt0087903,Gwendoline,Philippines,,Philippines,12.750348599999999,122.7312101
1530,tt0081930,Simon & Simon,"Marina del Rey, California, USA",,"Marina del Rey, Los Angeles County, California, 90292, United States of America",33.9776848,-118.44864790000001
1531,tt0081930,Simon & Simon,"Hollywood, Los Angeles, California, USA",,"Hollywood, Los Angeles, Los Angeles County, California, 90028-8127, United States of America",34.0980031,-118.329523
1539,tt0426592,Superhero Movie,"Kansas City, Missouri, USA",(aerial footage),"Kansas City, Jackson County, Missouri, United States of America",39.100105,-94.5781416
1540,tt0426592,Superhero Movie,"Vancouver, British Columbia, Canada",,"Vancouver, Metro Vancouver Regional District, British Columbia, Canada",49.2608724,-123.11395290000002
1541,tt0113957,The Net,"1200 Santa Monica Blvd, Santa Monica, California, USA",(Angela sleeps in the parking lot of a BMW dealership),"1200, Santa Monica Boulevard, Santa Monica, Los Angeles County, California, 90404, United States of America",34.022578,-118.48740900000001
1543,tt0113957,The Net,"Washington, District of Columbia, USA",(Haines Point on the Potomac River),"Washington, District of Columbia, 20230, United States of America",38.8949924,-77.0365581
1544,tt0113957,The Net,"1 Post Street, San Francisco, California, USA",(Cathedral Headquarters),"McKesson Plaza, 1, Post Street, Union Square, San Francisco, San Francisco City and County, California, 90104, United States of America",37.78878065,-122.40265989545998
1548,tt0113957,The Net,"Alameda, California, USA",,"Alameda County, California, United States of America",37.6090291,-121.899142
1551,tt3038708,Iron Sky: The Coming Race,"Antwerpen, Belgium",,"Antwerpen, Vlaanderen, 2000, België - Belgique - Belgien",51.2211097,4.3997081
1552,tt3038708,Iron Sky: The Coming Race,"AED Studios, Flanders, Belgium",,"AED Studios, 38, Fabriekstraat, Lint, Antwerpen, Vlaanderen, 2547, België - Belgique - Belgien",51.13560855,4.477644126115031
1553,tt1287468,Cats & Dogs: The Revenge of Kitty Galore,"North Vancouver, British Columbia, Canada",,"North Vancouver, Metro Vancouver Regional District, British Columbia, V7M 1H9, Canada",49.320713299999994,-123.0737831
1556,tt0109890,The Getaway,"Tucson, Arizona, USA",,"Tucson, Pima County, Arizona, United States of America",32.2228765,-110.9748477
1558,tt0109890,The Getaway,"Yuma, Arizona, USA",(Downtown),"Yuma, Yuma County, Arizona, 85364, United States of America",32.6926588,-114.6276157
1568,tt0165929,Romeo Must Die,"Embarcadero Street, San Francisco, California, USA",,"Embarcadero Street, Mococo, Martinez, Contra Costa County, California, 94553, United States of America",38.019379799999996,-122.1431905
1570,tt0165929,Romeo Must Die,"San Francisco, California, USA",,"San Francisco, San Francisco City and County, California, United States of America",37.779026200000004,-122.4199061
1573,tt0165929,Romeo Must Die,"West Vancouver, British Columbia, Canada",,"West Vancouver, Metro Vancouver Regional District, British Columbia, Canada",49.3311208,-123.1594791
1578,tt1226273,Edge of Darkness,"Rockport, Massachusetts, USA",,"Rockport, Essex County, Massachusetts, 01966, United States of America",42.6556507,-70.6203216
1581,tt1226273,Edge of Darkness,"Massachusetts, USA",,"Massachusetts, United States of America",42.3788774,-72.03236600000001
1585,tt9580138,Mortal Kombat Legends: Scorpion's Revenge,"Chicago, Illinois, USA",,"Chicago, Cook County, Illinois, United States of America",41.875561600000005,-87.6244212
1586,tt0074899,Midway,USS Lexington,,"USS Lexington Museum on the Bay, Corpus Christi Beach Walk, North Beach, Downtown, Corpus Christi, Nueces County, Texas, 78402, United States of America",27.8148742,-97.38871127157341
1592,tt0066473,Tora! Tora! Tora!,"Kagoshima Bay, Kagoshima, Japan",,"鹿児島市, 鹿児島県, 892-8677, 日本 (Japan)",31.572494,130.527873
